Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil
Facundo Colidio,23,Argentine,"3,50 mio. €","4,40 mio. €",https://www.transfermarkt.fr/facundo-colidio/profil/spieler/491705
Batista Mendy,23,France,"3,00 mio. €","4,40 mio. €",https://www.transfermarkt.fr/batista-mendy/profil/spieler/395234
Nahuel Ferraresi,25,Venezuela,"1,50 mio. €","4,30 mio. €",https://www.transfermarkt.fr/nahuel-ferraresi/profil/spieler/466336
Simo Keddari,18,Espagne,500 K €,"4,30 mio. €",https://www.transfermarkt.fr/simo-keddari/profil/spieler/945496
Andy Pelmard,23,Madagascar,"4,30 mio. €","1,90 mio. €",https://www.transfermarkt.fr/andy-pelmard/profil/spieler/494236
Hugo Novoa,20,Espagne,Inconnu,"4,30 mio. €",https://www.transfermarkt.fr/hugo-novoa/profil/spieler/668276
Alexandre Penetra,21,Portugal,"4,00 mio. €","4,20 mio. €",https://www.transfermarkt.fr/alexandre-penetra/profil/spieler/479643
Willer Ditta,25,Colombie,"4,00 mio. €","4,20 mio. €",https://www.transfermarkt.fr/willer-ditta/profil/spieler/609255
Cristian Olivera,21,Uruguay,"1,00 mio. €","4,10 mio. €",https://www.transfermarkt.fr/cristian-olivera/profil/spieler/657746
Kevin,21,Brésil,"4,00 mio. €","14,80 mio. €",https://www.transfermarkt.fr/kevin/profil/spieler/900195
Igor Thiago,22,Brésil,"4,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/igor-thiago/profil/spieler/739443
Joseph Okumu,26,Kenya,"4,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/joseph-okumu/profil/spieler/453376
Rodrigo Zalazar,23,Uruguay,"4,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/rodrigo-zalazar/profil/spieler/606752
Francesco Acerbi,35,Italie,"4,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/francesco-acerbi/profil/spieler/131075
David Zima,23,Tchéquie,"4,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/david-zima/profil/spieler/544149
Olivier Deman,23,Belgique,"3,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/olivier-deman/profil/spieler/621802
Archie Brown,21,Angleterre,700 K €,"4,00 mio. €",https://www.transfermarkt.fr/archie-brown/profil/spieler/581329
Cherif Ndiaye,27,Sénégal,"2,20 mio. €","4,00 mio. €",https://www.transfermarkt.fr/cherif-ndiaye/profil/spieler/480705
Ulisses Garcia,28,Suisse,"3,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/ulisses-garcia/profil/spieler/192616
Hendry Blank,19,Allemagne,"1,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/hendry-blank/profil/spieler/804831
Zion Suzuki,21,Japon,"1,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/zion-suzuki/profil/spieler/432298
Million Manhoef,22,Pays-Bas,"3,50 mio. €","4,00 mio. €",https://www.transfermarkt.fr/million-manhoef/profil/spieler/564449
Morgan Guilavogui,25,Guinée,"2,50 mio. €","4,00 mio. €",https://www.transfermarkt.fr/morgan-guilavogui/profil/spieler/691786
Sverrir Ingi Ingason,29,Islande,"4,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/sverrir-ingi-ingason/profil/spieler/137648
Skelly Alvero,21,France,"3,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/skelly-alvero/profil/spieler/855134
Ignacio Miramón,20,Argentine,"4,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/ignacio-miramon/profil/spieler/836518
Kristijan Belic,22,Serbie,"2,50 mio. €","4,00 mio. €",https://www.transfermarkt.fr/kristijan-belic/profil/spieler/507223
Ibrahim Sadiq,23,Ghana,"2,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/ibrahim-sadiq/profil/spieler/543501
Aiyegun Tosin,25,Bénin,"3,20 mio. €","4,00 mio. €",https://www.transfermarkt.fr/aiyegun-tosin/profil/spieler/239647
Alieu Fadera,21,Gambie,"3,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/alieu-fadera/profil/spieler/749552
Ibrahim Sulemana,20,Ghana,"1,50 mio. €","4,00 mio. €",https://www.transfermarkt.fr/ibrahim-sulemana/profil/spieler/982267
Amine Salama,22,France,"1,50 mio. €","4,00 mio. €",https://www.transfermarkt.fr/amine-salama/profil/spieler/980576
Omar Alderete,26,Paraguay,"4,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/omar-alderete/profil/spieler/353032
Mohamed Amoura,23,Algérie,"2,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/mohamed-amoura/profil/spieler/746910
Jonathan Rodríguez,30,Uruguay,"4,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/jonathan-rodriguez/profil/spieler/280795
Leon Lalic,17,Croatie,-,"4,00 mio. €",https://www.transfermarkt.fr/leon-lalic/profil/spieler/842212
Andrei Girotto,31,Brésil,"4,00 mio. €","4,00 mio. €",https://www.transfermarkt.fr/andrei-girotto/profil/spieler/270051
Juan Carlos Gauto,19,Argentine,"4,00 mio. €","3,90 mio. €",https://www.transfermarkt.fr/juan-carlos-gauto/profil/spieler/847283
Oliver Christensen,24,Danemark,"4,00 mio. €","3,80 mio. €",https://www.transfermarkt.fr/oliver-christensen/profil/spieler/471936
Carlos Salcedo,29,Mexique,"4,00 mio. €","3,72 mio. €",https://www.transfermarkt.fr/carlos-salcedo/profil/spieler/256866
Cade Cowell,20,États-Unis,"4,00 mio. €","3,70 mio. €",https://www.transfermarkt.fr/cade-cowell/profil/spieler/647235
Cristian Pavón,28,Argentine,"4,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/cristian-pavon/profil/spieler/373170
Shon Weissman,27,Israël,"4,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/shon-weissman/profil/spieler/247652
Caio Paulista,25,Brésil,"4,00 mio. €","3,45 mio. €",https://www.transfermarkt.fr/caio-paulista/profil/spieler/601011
Sebastián Boselli,19,Uruguay,"4,00 mio. €","3,40 mio. €",https://www.transfermarkt.fr/sebastian-boselli/profil/spieler/898352
Bryan Reynolds,22,États-Unis,"4,00 mio. €","3,33 mio. €",https://www.transfermarkt.fr/bryan-reynolds/profil/spieler/475208
Jorge Rodríguez,28,Argentine,"4,00 mio. €","3,29 mio. €",https://www.transfermarkt.fr/jorge-rodriguez/profil/spieler/333760
Kevin Zenón,22,Argentine,"4,00 mio. €","3,20 mio. €",https://www.transfermarkt.fr/kevin-zenon/profil/spieler/829966
Mert Müldür,24,Turquie,"4,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/mert-muldur/profil/spieler/353922
Pasquale Mazzocchi,28,Italie,"4,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/pasquale-mazzocchi/profil/spieler/250153
Marvelous Nakamba,29,Zimbabwe,"4,00 mio. €","2,90 mio. €",https://www.transfermarkt.fr/marvelous-nakamba/profil/spieler/324882
Tomás Chancalay,25,Argentine,"4,00 mio. €","2,83 mio. €",https://www.transfermarkt.fr/tomas-chancalay/profil/spieler/533565
Jerry Yates,26,Angleterre,"4,00 mio. €","2,80 mio. €",https://www.transfermarkt.fr/jerry-yates/profil/spieler/351261
Marcelino Moreno,28,Argentine,"4,00 mio. €","2,75 mio. €",https://www.transfermarkt.fr/marcelino-moreno/profil/spieler/456617
Lucas Janson,28,Argentine,"4,00 mio. €","2,72 mio. €",https://www.transfermarkt.fr/lucas-janson/profil/spieler/238448
Siebe Van der Heyden,25,Belgique,"4,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/siebe-van-der-heyden/profil/spieler/400131
Pantelis Hatzidiakos,26,Grèce,"4,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/pantelis-hatzidiakos/profil/spieler/144244
Senne Lynen,24,Belgique,"4,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/senne-lynen/profil/spieler/338668
Jan Kuchta,26,Tchéquie,"4,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/jan-kuchta/profil/spieler/334802
Manu Morlanes,24,Espagne,"4,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/manu-morlanes/profil/spieler/335225
Nemanja Matić,35,Serbie,"4,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/nemanja-matic/profil/spieler/74683
Florian Lejeune,32,France,"4,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/florian-lejeune/profil/spieler/127108
Ramón Terrats,22,Espagne,"4,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/ramon-terrats/profil/spieler/783396
Philip Zinckernagel,28,Danemark,"4,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/philip-zinckernagel/profil/spieler/271098
Andreaw Gravillon,25,Guadeloupe,"4,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/andreaw-gravillon/profil/spieler/395083
Gilberto,30,Brésil,"4,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/gilberto/profil/spieler/231614
Jefferson Savarino,27,Venezuela,"4,00 mio. €","2,45 mio. €",https://www.transfermarkt.fr/jefferson-savarino/profil/spieler/309193
David Turnbull,24,Écosse,"4,00 mio. €","2,33 mio. €",https://www.transfermarkt.fr/david-turnbull/profil/spieler/345760
Ezequiel Unsain,28,Argentine,"4,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/ezequiel-unsain/profil/spieler/337600
Dion Sanderson,23,Angleterre,"4,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/dion-sanderson/profil/spieler/495993
Jason Knight,22,Irlande,"4,00 mio. €","2,30 mio. €",https://www.transfermarkt.fr/jason-knight/profil/spieler/530780
Elia Caprile,21,Italie,"4,00 mio. €","2,20 mio. €",https://www.transfermarkt.fr/elia-caprile/profil/spieler/421873
Efraín Álvarez,21,Mexique,"4,00 mio. €","2,05 mio. €",https://www.transfermarkt.fr/efrain-alvarez/profil/spieler/504113
Kevin Behrens,32,Allemagne,"4,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/kevin-behrens/profil/spieler/117432
Karim Rekik,28,Pays-Bas,"4,00 mio. €","2,00 mio. €",https://www.transfermarkt.fr/karim-rekik/profil/spieler/182579
Simone Verdi,31,Italie,"4,00 mio. €","1,80 mio. €",https://www.transfermarkt.fr/simone-verdi/profil/spieler/130360
Sikou Niakaté,23,Mali,"4,00 mio. €","1,80 mio. €",https://www.transfermarkt.fr/sikou-niakate/profil/spieler/413118
Nemanja Radonjic,27,Serbie,"4,00 mio. €","1,70 mio. €",https://www.transfermarkt.fr/nemanja-radonjic/profil/spieler/245078
Marin Pongracic,25,Croatie,"4,00 mio. €","1,60 mio. €",https://www.transfermarkt.fr/marin-pongracic/profil/spieler/282144
Rubén Blanco,28,Espagne,"4,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/ruben-blanco/profil/spieler/199321
Rassoul Ndiaye,21,Sénégal,"4,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/rassoul-ndiaye/profil/spieler/662242
Kevin Mac Allister,25,Argentine,"4,00 mio. €","1,50 mio. €",https://www.transfermarkt.fr/kevin-mac-allister/profil/spieler/428920
Aaron Connolly,23,Irlande,"4,00 mio. €","1,35 mio. €",https://www.transfermarkt.fr/aaron-connolly/profil/spieler/434207
Falaye Sacko,28,Mali,"4,00 mio. €","1,30 mio. €",https://www.transfermarkt.fr/falaye-sacko/profil/spieler/364857
Djaniny,32,Cap-Vert,"4,00 mio. €","1,01 mio. €",https://www.transfermarkt.fr/djaniny/profil/spieler/197170
Nadiem Amiri,27,Allemagne,"4,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/nadiem-amiri/profil/spieler/232454
Juan Dinenno,29,Argentine,"4,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/juan-dinenno/profil/spieler/288786
Rémi Oudin,26,France,"4,00 mio. €","1,00 mio. €",https://www.transfermarkt.fr/remi-oudin/profil/spieler/399543
Marco Burch,22,Suisse,"4,00 mio. €",650 K €,https://www.transfermarkt.fr/marco-burch/profil/spieler/479268
Pape Abou Cissé,28,Sénégal,"4,00 mio. €",600 K €,https://www.transfermarkt.fr/pape-abou-cisse/profil/spieler/364234
Bogdan Mykhaylichenko,26,Ukraine,"4,00 mio. €",170 K €,https://www.transfermarkt.fr/bogdan-mykhaylichenko/profil/spieler/294730
Edin Dzeko,37,Bosnie-Herzégovine,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/edin-dzeko/profil/spieler/28396
Juan Cuadrado,35,Colombie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/juan-cuadrado/profil/spieler/91970
Alexis Sánchez,34,Chili,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/alexis-sanchez/profil/spieler/40433
Joe Rothwell,29,Angleterre,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/joe-rothwell/profil/spieler/183293
Diego Palacios,24,Équateur,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/diego-palacios/profil/spieler/425567
Ondrej Lingr,24,Tchéquie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/ondrej-lingr/profil/spieler/321195
Pierre-Emerick Aubameyang,34,Gabon,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/pierre-emerick-aubameyang/profil/spieler/58864
Koni De Winter,21,Belgique,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/koni-de-winter/profil/spieler/490384
Federico Bonazzoli,26,Italie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/federico-bonazzoli/profil/spieler/241527
Patrik Walemark,21,Suède,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/patrik-walemark/profil/spieler/721470
Nat Phillips,26,Angleterre,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/nat-phillips/profil/spieler/371814
Ivan Perišić,34,Croatie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/ivan-perisic/profil/spieler/42460
Joel Mvuka,21,Norvège,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/joel-mvuka/profil/spieler/700078
Daniel Iversen,26,Danemark,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/daniel-iversen/profil/spieler/260841
Luke Cundle,21,Angleterre,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/luke-cundle/profil/spieler/532541
Sead Haksabanovic,24,Monténégro,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/sead-haksabanovic/profil/spieler/349300
Paulo Otávio,28,Brésil,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/paulo-otavio/profil/spieler/221611
Lewis Travis,26,Angleterre,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/lewis-travis/profil/spieler/372802
Troy Parrott,21,Irlande,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/troy-parrott/profil/spieler/552655
Jean-Kévin Duverne,26,Haïti,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/jean-kevin-duverne/profil/spieler/344864
Gadi Kinda,29,Israël,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/gadi-kinda/profil/spieler/200560
Cher Ndour,19,Italie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/cher-ndour/profil/spieler/651005
Rony Lopes,27,Portugal,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/rony-lopes/profil/spieler/174694
Samuel Umtiti,29,France,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/samuel-umtiti/profil/spieler/126540
Doğan Alemdar,20,Turquie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/dogan-alemdar/profil/spieler/576033
Filip Krastev,22,Bulgarie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/filip-krastev/profil/spieler/486814
Santiago Sosa,24,Argentine,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/santiago-sosa/profil/spieler/576026
Alerrandro,24,Brésil,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/alerrandro/profil/spieler/371996
Santiago Colombatto,26,Argentine,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/santiago-colombatto/profil/spieler/395122
Roberto Gagliardini,29,Italie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/roberto-gagliardini/profil/spieler/197471
Steven Alzate,24,Colombie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/steven-alzate/profil/spieler/476237
José Ángel Carmona,21,Espagne,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/jose-angel-carmona/profil/spieler/711625
Nabil Alioui,24,Maroc,"4,00 mio. €",?,https://www.transfermarkt.fr/nabil-alioui/profil/spieler/344607
Emirhan İlkhan,19,Turquie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/emirhan-ilkhan/profil/spieler/743091
Matías Soulé,20,Argentine,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/matias-soule/profil/spieler/668951
Ivan Rakitic,35,Croatie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/ivan-rakitic/profil/spieler/32467
Yairo Moreno,28,Colombie,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/yairo-moreno/profil/spieler/331756
Moussa Marega,32,Mali,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/moussa-marega/profil/spieler/283130
Haris Seferovic,31,Suisse,"4,00 mio. €",?,https://www.transfermarkt.fr/haris-seferovic/profil/spieler/109256
François Kamano,27,Guinée,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/francois-kamano/profil/spieler/333802
Matías Segovia,21,Paraguay,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/matias-segovia/profil/spieler/718307
Luis Suárez,36,Uruguay,Inconnu,"4,00 mio. €",https://www.transfermarkt.fr/luis-suarez/profil/spieler/44352
David Møller Wolfe,21,Norvège,"2,50 mio. €","3,90 mio. €",https://www.transfermarkt.fr/david-moller-wolfe/profil/spieler/661427
Woo-yeong Jeong,23,Corée du Sud,"3,50 mio. €","3,80 mio. €",https://www.transfermarkt.fr/woo-yeong-jeong/profil/spieler/297583
Leonardo Godoy,28,Argentine,"3,80 mio. €","3,64 mio. €",https://www.transfermarkt.fr/leonardo-godoy/profil/spieler/369556
Tonny Vilhena,28,Pays-Bas,"3,80 mio. €","3,00 mio. €",https://www.transfermarkt.fr/tonny-vilhena/profil/spieler/182581
Alessio Castro-Montes,26,Belgique,"3,80 mio. €","2,00 mio. €",https://www.transfermarkt.fr/alessio-castro-montes/profil/spieler/340166
Facundo Cambeses,26,Argentine,"3,80 mio. €","1,83 mio. €",https://www.transfermarkt.fr/facundo-cambeses/profil/spieler/435001
Mateo Coronel,25,Argentine,"3,80 mio. €","1,66 mio. €",https://www.transfermarkt.fr/mateo-coronel/profil/spieler/685179
Georgios Kyriakopoulos,27,Grèce,Inconnu,"3,80 mio. €",https://www.transfermarkt.fr/georgios-kyriakopoulos/profil/spieler/311178
Lucas Chaves,28,Argentine,Inconnu,"3,80 mio. €",https://www.transfermarkt.fr/lucas-chaves/profil/spieler/360791
Enner Valencia,33,Équateur,Inconnu,"3,80 mio. €",https://www.transfermarkt.fr/enner-valencia/profil/spieler/139503
Andrej Ilic,23,Serbie,"2,30 mio. €","3,75 mio. €",https://www.transfermarkt.fr/andrej-ilic/profil/spieler/583699
Ken Nkuba,22,Belgique,"3,50 mio. €","3,75 mio. €",https://www.transfermarkt.fr/ken-nkuba/profil/spieler/627939
Breno Lemos,20,Brésil,600 K €,"3,75 mio. €",https://www.transfermarkt.fr/breno-lemos/profil/spieler/1085060
Guillermo Martínez,28,Mexique,"3,00 mio. €","3,72 mio. €",https://www.transfermarkt.fr/guillermo-martinez/profil/spieler/347932
Kaan Ayhan,28,Turquie,"3,70 mio. €","2,80 mio. €",https://www.transfermarkt.fr/kaan-ayhan/profil/spieler/119031
Andrei Burcă,30,Roumanie,"3,70 mio. €","1,00 mio. €",https://www.transfermarkt.fr/andrei-burca/profil/spieler/289308
Marc Bartra,32,Espagne,Inconnu,"3,70 mio. €",https://www.transfermarkt.fr/marc-bartra/profil/spieler/99922
Ignacio Ramírez,26,Uruguay,"1,80 mio. €","3,65 mio. €",https://www.transfermarkt.fr/ignacio-ramirez/profil/spieler/402079
Keigo Tsunemoto,24,Japon,600 K €,"3,60 mio. €",https://www.transfermarkt.fr/keigo-tsunemoto/profil/spieler/353886
Newerton,18,Brésil,-,"3,60 mio. €",https://www.transfermarkt.fr/newerton/profil/spieler/1082823
Alessio Cragno,29,Italie,"3,00 mio. €","3,60 mio. €",https://www.transfermarkt.fr/alessio-cragno/profil/spieler/12907
Braian Ojeda,23,Paraguay,"1,50 mio. €","3,60 mio. €",https://www.transfermarkt.fr/braian-ojeda/profil/spieler/491596
Mads Hermansen,23,Danemark,"3,50 mio. €","9,04 mio. €",https://www.transfermarkt.fr/mads-hermansen/profil/spieler/400536
Matija Frigan,20,Croatie,"3,50 mio. €","5,95 mio. €",https://www.transfermarkt.fr/matija-frigan/profil/spieler/840149
Louis Patris,22,Belgique,"3,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/louis-patris/profil/spieler/502247
Tsuyoshi Watanabe,26,Japon,"2,80 mio. €","3,50 mio. €",https://www.transfermarkt.fr/tsuyoshi-watanabe/profil/spieler/598791
Josep Martínez,25,Espagne,"3,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/josep-martinez/profil/spieler/388516
Eguinaldo,18,Brésil,900 K €,"3,50 mio. €",https://www.transfermarkt.fr/eguinaldo/profil/spieler/1033963
Mads Andersen,25,Danemark,"2,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/mads-andersen/profil/spieler/407021
Abdoulaye Ndiaye,21,Sénégal,"1,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/abdoulaye-ndiaye/profil/spieler/673514
Jonah Kusi-Asare,16,Suède,300 K €,"3,50 mio. €",https://www.transfermarkt.fr/jonah-kusi-asare/profil/spieler/1069512
Ezequiel Ponce,26,Argentine,"2,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/ezequiel-ponce/profil/spieler/296783
Maximiliano Caufriez,26,Belgique,"2,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/maximiliano-caufriez/profil/spieler/369267
Portu,31,Espagne,"3,50 mio. €","3,50 mio. €",https://www.transfermarkt.fr/portu/profil/spieler/99353
Kwadwo Duah,26,Suisse,"1,30 mio. €","3,50 mio. €",https://www.transfermarkt.fr/kwadwo-duah/profil/spieler/254955
Xande Silva,26,Portugal,700 K €,"3,50 mio. €",https://www.transfermarkt.fr/xande-silva/profil/spieler/258011
Szymon Żurkowski,25,Pologne,"3,50 mio. €","3,38 mio. €",https://www.transfermarkt.fr/szymon-zurkowski/profil/spieler/387234
Martín Payero,24,Argentine,"3,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/martin-payero/profil/spieler/555820
Saïdou Sow,21,Guinée,"3,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/saidou-sow/profil/spieler/807128
Paul Akouokou,25,Côte d'Ivoire,"3,50 mio. €","3,00 mio. €",https://www.transfermarkt.fr/paul-akouokou/profil/spieler/429901
Djordje Jovanovic,24,Serbie,"3,50 mio. €","2,80 mio. €",https://www.transfermarkt.fr/djordje-jovanovic/profil/spieler/376460
Andi Zeqiri,24,Suisse,"3,50 mio. €","2,75 mio. €",https://www.transfermarkt.fr/andi-zeqiri/profil/spieler/345468
Djordje Mihailovic,25,États-Unis,"3,50 mio. €","2,73 mio. €",https://www.transfermarkt.fr/djordje-mihailovic/profil/spieler/484756
David Brekalo,25,Slovénie,"3,50 mio. €","2,60 mio. €",https://www.transfermarkt.fr/david-brekalo/profil/spieler/371864
Tim Breithaupt,21,Allemagne,"3,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/tim-breithaupt/profil/spieler/569457
Ivo Grbic,28,Croatie,"3,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/ivo-grbic/profil/spieler/226073
Filippo Bandinelli,28,Italie,"3,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/filippo-bandinelli/profil/spieler/240934
Mario González,27,Espagne,"3,50 mio. €","2,34 mio. €",https://www.transfermarkt.fr/mario-gonzalez/profil/spieler/255995
Luis Muriel,32,Colombie,"3,50 mio. €","2,10 mio. €",https://www.transfermarkt.fr/luis-muriel/profil/spieler/119228
Kanu,26,Brésil,"3,50 mio. €","2,00 mio. €",https://www.transfermarkt.fr/kanu/profil/spieler/524446
Lee Buchanan,22,Angleterre,"3,50 mio. €","1,50 mio. €",https://www.transfermarkt.fr/lee-buchanan/profil/spieler/532539
Sergio Rochet,30,Uruguay,"3,50 mio. €","1,45 mio. €",https://www.transfermarkt.fr/sergio-rochet/profil/spieler/264014
Gabriel Pirani,21,Brésil,"3,50 mio. €","1,20 mio. €",https://www.transfermarkt.fr/gabriel-pirani/profil/spieler/813107
Tom Holmes,23,Angleterre,"3,50 mio. €","1,15 mio. €",https://www.transfermarkt.fr/tom-holmes/profil/spieler/424900
Cristian Cásseres Jr.,23,Venezuela,"3,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/cristian-casseres-jr-/profil/spieler/467632
Francisco Moura,23,Portugal,"3,50 mio. €","1,00 mio. €",https://www.transfermarkt.fr/francisco-moura/profil/spieler/478365
Marcel Halstenberg,31,Allemagne,"3,50 mio. €",700 K €,https://www.transfermarkt.fr/marcel-halstenberg/profil/spieler/70243
Zymer Bytyqi,26,Kosovo,"3,50 mio. €",500 K €,https://www.transfermarkt.fr/zymer-bytyqi/profil/spieler/213555
Slobodan Urosevic,29,Serbie,"3,50 mio. €",200 K €,https://www.transfermarkt.fr/slobodan-urosevic/profil/spieler/258139
Dawid Kownacki,26,Pologne,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/dawid-kownacki/profil/spieler/208167
Kevin Mbabu,28,Suisse,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/kevin-mbabu/profil/spieler/183321
Cody Drameh,21,Angleterre,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/cody-drameh/profil/spieler/531957
Yasser Larouci,22,Algérie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/yasser-larouci/profil/spieler/554251
Alfonso Espino,31,Uruguay,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/alfonso-espino/profil/spieler/311044
Toma Bašić,27,Croatie,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/toma-basic/profil/spieler/334835
Marco Pellegrino,21,Argentine,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/marco-pellegrino/profil/spieler/776303
Jovane Cabral,25,Cap-Vert,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/jovane-cabral/profil/spieler/448466
Ronaël Pierre-Gabriel,25,France,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ronael-pierre-gabriel/profil/spieler/410185
Munir El Haddadi,27,Maroc,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/munir-el-haddadi/profil/spieler/223725
Julián Araujo,21,Mexique,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/julian-araujo/profil/spieler/513970
Ki-Jana Hoever,21,Pays-Bas,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ki-jana-hoever/profil/spieler/485583
Ilyes Housni,18,Maroc,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ilyes-housni/profil/spieler/825437
Ayoub El Kaabi,30,Maroc,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ayoub-el-kaabi/profil/spieler/521127
Ola Aina,26,Nigeria,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/ola-aina/profil/spieler/236490
Fodé Ballo-Touré,26,Sénégal,Inconnu,"3,50 mio. €",https://www.transfermarkt.fr/fode-ballo-toure/profil/spieler/296422
