Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil,Position,Matchs_22_23,Buts_22_23,Minutes_22_23
Demarai Gray,29,Jamaïque,"20,00 mio. €","9,30 mio. €",https://www.transfermarkt.fr/demarai-gray/profil/spieler/292417,Ailier gauche,36,6,2715
Ramy Bensebaini,30,Algérie,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/ramy-bensebaini/profil/spieler/284732,Défenseur central,30,7,2570
Raphaël Guerreiro,32,Portugal,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/raphael-guerreiro/profil/spieler/170986,Arrière gauche,36,6,3047
İlkay Gündoğan,35,Allemagne,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/ilkay-gundogan/profil/spieler/53622,Milieu central,51,11,3856
Boubakary Soumaré,26,France,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/boubakary-soumare/profil/spieler/344605,Milieu défensif,29,0,1865
Jefferson Lerma,31,Colombie,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/jefferson-lerma/profil/spieler/262980,Milieu défensif,37,5,3255
Jonathan Bamba,29,Côte d'Ivoire,Inconnu,"20,00 mio. €",https://www.transfermarkt.fr/jonathan-bamba/profil/spieler/292818,Ailier gauche,35,6,2872
Ivan Ilić,24,Serbie,"19,00 mio. €","16,50 mio. €",https://www.transfermarkt.fr/ivan-ilic/profil/spieler/470794,Milieu central,27,2,2151
Mauro Icardi,32,Argentine,"19,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/mauro-icardi/profil/spieler/68863,Avant-centre,26,23,2009
Taty Castellanos,27,Argentine,"15,00 mio. €","18,60 mio. €",https://www.transfermarkt.fr/taty-castellanos/profil/spieler/522784,Avant-centre,37,14,2768
Zeki Amdouni,25,Suisse,"10,00 mio. €","18,60 mio. €",https://www.transfermarkt.fr/zeki-amdouni/profil/spieler/548729,Avant-centre,52,22,3829
Edouard Mendy,33,Sénégal,"12,00 mio. €","18,50 mio. €",https://www.transfermarkt.fr/edouard-mendy/profil/spieler/442531,Gardien de but,12,0,1035
Claudio Echeverri,20,Argentine,"12,00 mio. €","18,50 mio. €",https://www.transfermarkt.fr/claudio-echeverri/profil/spieler/994536,Milieu offensif,10,1,430
Yunus Musah,23,États-Unis,"18,00 mio. €","21,20 mio. €",https://www.transfermarkt.fr/yunus-musah/profil/spieler/503991,Milieu central,37,0,2360
Francisco Trincão,26,Portugal,"15,00 mio. €","18,00 mio. €",https://www.transfermarkt.fr/francisco-trincao/profil/spieler/412669,Milieu offensif,52,13,3407
Habib Diallo,30,Sénégal,"18,00 mio. €","18,00 mio. €",https://www.transfermarkt.fr/habib-diallo/profil/spieler/344888,Avant-centre,38,20,2970
Dean Henderson,28,Angleterre,"18,00 mio. €","17,50 mio. €",https://www.transfermarkt.fr/dean-henderson/profil/spieler/258919,Gardien de but,20,0,1800
Iliman Ndiaye,25,Sénégal,"18,00 mio. €","17,00 mio. €",https://www.transfermarkt.fr/iliman-ndiaye/profil/spieler/623570,Ailier droit,52,15,4108
Mohammed Salisu,26,Ghana,"18,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/mohammed-salisu/profil/spieler/563963,Défenseur central,28,0,2439
Jesper Karlsson,27,Suède,"18,00 mio. €","11,15 mio. €",https://www.transfermarkt.fr/jesper-karlsson/profil/spieler/367992,Ailier gauche,33,13,2483
Sebastian Szymanski,26,Pologne,"18,00 mio. €","10,70 mio. €",https://www.transfermarkt.fr/sebastian-szymanski/profil/spieler/320748,Milieu offensif,40,10,2812
Manor Solomon,26,Israël,Inconnu,"18,00 mio. €",https://www.transfermarkt.fr/manor-solomon/profil/spieler/396638,Ailier gauche,24,5,829
Nicolò Rovella,24,Italie,Inconnu,"18,00 mio. €",https://www.transfermarkt.fr/nicolo-rovella/profil/spieler/525704,Milieu défensif,30,1,1896
Nicolas Pépé,30,Côte d'Ivoire,Inconnu,"18,00 mio. €",https://www.transfermarkt.fr/nicolas-pepe/profil/spieler/343052,Ailier droit,28,8,2145
Roberto Firmino,34,Brésil,Inconnu,"18,00 mio. €",https://www.transfermarkt.fr/roberto-firmino/profil/spieler/131789,Avant-centre,35,13,1710
Jérémie Boga,29,Côte d'Ivoire,"14,00 mio. €","17,50 mio. €",https://www.transfermarkt.fr/jeremie-boga/profil/spieler/216569,Ailier gauche,25,2,902
Gustavo Hamer,28,Pays-Bas,"8,00 mio. €","17,30 mio. €",https://www.transfermarkt.fr/gustavo-hamer/profil/spieler/322985,Milieu central,45,11,3758
James Trafford,23,Angleterre,"15,00 mio. €","17,30 mio. €",https://www.transfermarkt.fr/james-trafford/profil/spieler/566799,Gardien de but,52,0,4680
Niclas Füllkrug,32,Allemagne,"13,00 mio. €","17,25 mio. €",https://www.transfermarkt.fr/niclas-fullkrug/profil/spieler/75489,Avant-centre,30,16,2689
Chris Wood,34,Nouvelle-Zélande,"8,00 mio. €","17,00 mio. €",https://www.transfermarkt.fr/chris-wood/profil/spieler/108725,Avant-centre,29,4,1056
Nikola Vlašić,28,Croatie,"17,00 mio. €","10,60 mio. €",https://www.transfermarkt.fr/nikola-vlasic/profil/spieler/293200,Milieu offensif,37,5,2983
Pablo Fornals,29,Espagne,"17,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/pablo-fornals/profil/spieler/357885,Milieu central,50,7,2303
Nicolás Domínguez,27,Argentine,"17,00 mio. €","6,65 mio. €",https://www.transfermarkt.fr/nicolas-dominguez/profil/spieler/497291,Milieu central,34,3,2485
Timo Werner,29,Allemagne,Inconnu,"17,00 mio. €",https://www.transfermarkt.fr/timo-werner/profil/spieler/170527,Avant-centre,40,16,2824
Dan Ndoye,25,Suisse,"3,50 mio. €","16,45 mio. €",https://www.transfermarkt.fr/dan-ndoye/profil/spieler/365108,Ailier droit,54,7,3945
Aaron Ramsey,23,Angleterre,"5,00 mio. €","16,45 mio. €",https://www.transfermarkt.fr/aaron-ramsey/profil/spieler/646658,Milieu offensif,31,8,1805
Guglielmo Vicario,29,Italie,"16,00 mio. €","18,50 mio. €",https://www.transfermarkt.fr/guglielmo-vicario/profil/spieler/286047,Gardien de but,32,0,2904
Luiz Henrique,25,Brésil,"12,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/luiz-henrique/profil/spieler/800175,Ailier droit,43,3,2475
Georges Mikautadze,25,Géorgie,"10,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/georges-mikautadze/profil/spieler/729814,Avant-centre,40,24,3321
Deivid Washington,20,Brésil,"4,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/deivid-washington/profil/spieler/1082850,Avant-centre,22,6,1246
Djordje Petrovic,26,Serbie,"6,00 mio. €","16,00 mio. €",https://www.transfermarkt.fr/djordje-petrovic/profil/spieler/465555,Gardien de but,25,0,2250
Mateo Retegui,26,Italie,"16,00 mio. €","15,25 mio. €",https://www.transfermarkt.fr/mateo-retegui/profil/spieler/554903,Avant-centre,28,12,2357
Jordan Beyer,25,Allemagne,"16,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/jordan-beyer/profil/spieler/403898,Défenseur central,35,1,2954
Max Aarons,26,Angleterre,"16,00 mio. €","8,10 mio. €",https://www.transfermarkt.fr/max-aarons/profil/spieler/471690,Arrière droit,48,1,4040
Sergi Darder,32,Espagne,"16,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/sergi-darder/profil/spieler/142021,Milieu central,41,7,3449
Odysseas Vlachodimos,31,Grèce,"16,00 mio. €","4,90 mio. €",https://www.transfermarkt.fr/odysseas-vlachodimos/profil/spieler/124419,Gardien de but,54,0,4888
Hakim Ziyech,32,Maroc,Inconnu,"16,00 mio. €",https://www.transfermarkt.fr/hakim-ziyech/profil/spieler/217111,Ailier droit,24,0,931
Ben Brereton Díaz,26,Chili,Inconnu,"16,00 mio. €",https://www.transfermarkt.fr/ben-brereton-diaz/profil/spieler/426192,Avant-centre,50,16,3911
Fábio Carvalho,23,Portugal,Inconnu,"16,00 mio. €",https://www.transfermarkt.fr/fabio-carvalho/profil/spieler/559263,Milieu offensif,22,3,730
Azor Matusiwa,27,Pays-Bas,"10,00 mio. €","15,50 mio. €",https://www.transfermarkt.fr/azor-matusiwa/profil/spieler/315145,Milieu défensif,31,0,2583
Morten Hjulmand,26,Danemark,"15,00 mio. €","19,50 mio. €",https://www.transfermarkt.fr/morten-hjulmand/profil/spieler/461496,Milieu défensif,36,0,3084
Alejo Veliz,22,Argentine,"7,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/alejo-veliz/profil/spieler/888493,Avant-centre,24,11,1882
Fabian Rieder,23,Suisse,"15,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/fabian-rieder/profil/spieler/507341,Milieu offensif,43,9,3432
Jean-Ricner Bellegarde,27,Haïti,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/jean-ricner-bellegarde/profil/spieler/450050,Milieu central,31,2,2455
Ângelo,21,Brésil,"13,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/angelo/profil/spieler/743598,Ailier droit,32,2,1472
Artur,27,Brésil,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/artur/profil/spieler/440658,Ailier droit,59,13,4170
Romain Faivre,27,France,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/romain-faivre/profil/spieler/555076,Milieu offensif,27,5,1614
Hákon Arnar Haraldsson,22,Islande,"6,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/hakon-arnar-haraldsson/profil/spieler/652275,Milieu offensif,43,5,2875
Abdou Diallo,29,Sénégal,"10,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/abdou-diallo/profil/spieler/229005,Défenseur central,15,1,800
El Chadaille Bitshiabu,20,France,"7,00 mio. €","15,00 mio. €",https://www.transfermarkt.fr/el-chadaille-bitshiabu/profil/spieler/787912,Défenseur central,21,0,1149
Gift Orban,23,Nigeria,"15,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/gift-orban/profil/spieler/1018259,Avant-centre,22,20,1671
Robin Gosens,31,Allemagne,"15,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/robin-gosens/profil/spieler/273132,Arrière gauche,49,4,1826
Arsen Zakharyan,22,Russie,"15,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/arsen-zakharyan/profil/spieler/555143,Milieu offensif,37,5,2905
Noa Lang,26,Pays-Bas,"15,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/noa-lang/profil/spieler/339332,Ailier gauche,40,12,2862
Anton Stach,27,Allemagne,"15,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/anton-stach/profil/spieler/344069,Milieu défensif,33,1,2291
Matteo Pessina,28,Italie,"15,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/matteo-pessina/profil/spieler/332179,Milieu central,36,5,2995
Giovanni Simeone,30,Argentine,"15,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/giovanni-simeone/profil/spieler/282388,Avant-centre,33,9,766
Tommaso Baldanzi,22,Italie,"15,00 mio. €","11,50 mio. €",https://www.transfermarkt.fr/tommaso-baldanzi/profil/spieler/641537,Milieu offensif,27,4,1825
Ruslan Malinovskyi,32,Ukraine,"15,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/ruslan-malinovskyi/profil/spieler/207877,Milieu offensif,38,3,2029
Sergio Canales,34,Espagne,"15,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/sergio-canales/profil/spieler/66106,Milieu offensif,47,8,3445
Davinson Sánchez,29,Colombie,"15,00 mio. €","9,50 mio. €",https://www.transfermarkt.fr/davinson-sanchez/profil/spieler/341429,Défenseur central,24,0,1231
Iván Fresneda,21,Espagne,"15,00 mio. €","9,00 mio. €",https://www.transfermarkt.fr/ivan-fresneda/profil/spieler/946883,Arrière droit,24,0,1844
Artem Dovbyk,28,Ukraine,"15,00 mio. €","7,75 mio. €",https://www.transfermarkt.fr/artem-dovbyk/profil/spieler/343537,Avant-centre,39,29,3437
Abde Ezzalzouli,24,Maroc,"15,00 mio. €","7,50 mio. €",https://www.transfermarkt.fr/abde-ezzalzouli/profil/spieler/724520,Ailier gauche,34,6,1903
Diogo Leite,27,Portugal,"15,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/diogo-leite/profil/spieler/357156,Défenseur central,40,0,3292
Tiago Djaló,25,Portugal,"15,00 mio. €","5,10 mio. €",https://www.transfermarkt.fr/tiago-djalo/profil/spieler/420465,Défenseur central,26,2,2111
Callum Hudson-Odoi,25,Angleterre,"15,00 mio. €","3,50 mio. €",https://www.transfermarkt.fr/callum-hudson-odoi/profil/spieler/392768,Ailier gauche,21,1,1074
Çağlar Söyüncü,29,Turquie,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/caglar-soyuncu/profil/spieler/320141,Défenseur central,9,1,709
Carlos Augusto,27,Brésil,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/carlos-augusto/profil/spieler/585982,Arrière gauche,37,6,3210
André Silva,30,Portugal,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/andre-silva/profil/spieler/198008,Avant-centre,44,9,2597
Andrey Santos,21,Brésil,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/andrey-santos/profil/spieler/743600,Milieu central,11,1,823
Albert Sambi Lokonga,26,Belgique,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/albert-sambi-lokonga/profil/spieler/381967,Milieu central,24,0,1397
Mike Tresor,26,Belgique,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/mike-tresor/profil/spieler/381963,Milieu offensif,42,8,3589
N'Golo Kanté,34,France,Inconnu,"15,00 mio. €",https://www.transfermarkt.fr/ngolo-kante/profil/spieler/225083,Milieu défensif,9,0,685
Nicolás de la Cruz,28,Uruguay,"14,00 mio. €","14,50 mio. €",https://www.transfermarkt.fr/nicolas-de-la-cruz/profil/spieler/397458,Milieu central,38,7,2707
David Jurásek,25,Tchéquie,"5,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/david-jurasek/profil/spieler/500054,Arrière gauche,45,2,3699
Joël Piroe,26,Suriname,"10,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/joel-piroe/profil/spieler/369962,Avant-centre,45,20,3953
Mergim Berisha,27,Allemagne,"12,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/mergim-berisha/profil/spieler/307924,Avant-centre,24,10,1705
Carlos Forbs,21,Portugal,"10,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/carlos-forbs/profil/spieler/742451,Ailier gauche,33,29,2626
César Montes,28,Mexique,"8,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/cesar-montes/profil/spieler/387687,Défenseur central,38,3,2763
Jordan Henderson,35,Angleterre,"10,00 mio. €","14,00 mio. €",https://www.transfermarkt.fr/jordan-henderson/profil/spieler/61651,Milieu défensif,43,0,2559
Joakim Maehle,28,Danemark,"14,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/joakim-maehle/profil/spieler/369674,Arrière gauche,36,3,2392
Attila Szalai,28,Hongrie,"14,00 mio. €","12,30 mio. €",https://www.transfermarkt.fr/attila-szalai/profil/spieler/263380,Défenseur central,52,3,4630
Timothy Weah,25,États-Unis,"14,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/timothy-weah/profil/spieler/370846,Ailier droit,32,0,1941
Justin Kluivert,26,Pays-Bas,"14,00 mio. €","10,80 mio. €",https://www.transfermarkt.fr/justin-kluivert/profil/spieler/330659,Milieu offensif,29,8,1676
Serhou Guirassy,27,Guinée,"14,00 mio. €","9,00 mio. €",https://www.transfermarkt.fr/serhou-guirassy/profil/spieler/270541,Inconnu,0,0,0
Geoffrey Kondogbia,32,République Centrafricaine,"14,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/geoffrey-kondogbia/profil/spieler/127189,Milieu défensif,27,0,1402
Stefan Posch,28,Autriche,"14,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/stefan-posch/profil/spieler/223974,Défenseur central,33,6,2738
Mahmoud Dahoud,30,Syrie,Inconnu,"14,00 mio. €",https://www.transfermarkt.fr/mahmoud-dahoud/profil/spieler/191422,Milieu central,10,0,418
Willian Pacho,24,Équateur,"11,00 mio. €","13,65 mio. €",https://www.transfermarkt.fr/willian-pacho/profil/spieler/661171,Défenseur central,50,0,4410
Gustav Isaksen,24,Danemark,"7,50 mio. €","13,40 mio. €",https://www.transfermarkt.fr/gustav-isaksen/profil/spieler/462823,Ailier droit,45,22,3474
Manfred Ugalde,21,Costa Rica,"5,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/manfred-ugalde/profil/spieler/645173,Inconnu,0,0,0
Emmanuel Emegha,23,Pays-Bas,"8,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/emmanuel-emegha/profil/spieler/559328,Avant-centre,38,10,2229
Mark Flekken,32,Pays-Bas,"10,00 mio. €","13,00 mio. €",https://www.transfermarkt.fr/mark-flekken/profil/spieler/125714,Gardien de but,44,0,3990
Jonas Hofmann,33,Allemagne,"13,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/jonas-hofmann/profil/spieler/7161,Milieu offensif,33,14,2814
Valentín Barco,21,Argentine,"13,00 mio. €","9,15 mio. €",https://www.transfermarkt.fr/valentin-barco/profil/spieler/849410,Milieu central,34,1,2506
Fran Navarro,28,Espagne,"13,00 mio. €","7,00 mio. €",https://www.transfermarkt.fr/fran-navarro/profil/spieler/284883,Avant-centre,43,21,3689
Houssem Aouar,27,Algérie,Inconnu,"13,00 mio. €",https://www.transfermarkt.fr/houssem-aouar/profil/spieler/395693,Milieu offensif,18,1,571
Rasmus Kristensen,26,Danemark,Inconnu,"13,00 mio. €",https://www.transfermarkt.fr/rasmus-kristensen/profil/spieler/369684,Inconnu,0,0,0
Ellyes Skhiri,30,Tunisie,Inconnu,"13,00 mio. €",https://www.transfermarkt.fr/ellyes-skhiri/profil/spieler/290587,Milieu défensif,40,8,3548
Fábio Silva,23,Portugal,Inconnu,"13,00 mio. €",https://www.transfermarkt.fr/fabio-silva/profil/spieler/505653,Avant-centre,51,16,3353
Andrew Omobamidele,23,Irlande,"6,00 mio. €","12,85 mio. €",https://www.transfermarkt.fr/andrew-omobamidele/profil/spieler/621993,Défenseur central,35,1,2658
Youssef Chermiti,21,Portugal,"3,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/youssef-chermiti/profil/spieler/670688,Avant-centre,22,3,972
Vini Souza,26,Brésil,"6,00 mio. €","12,50 mio. €",https://www.transfermarkt.fr/vini-souza/profil/spieler/663581,Milieu défensif,37,1,2665
Gastón Ávila,24,Argentine,"3,50 mio. €","12,50 mio. €",https://www.transfermarkt.fr/gaston-avila/profil/spieler/748601,Défenseur central,31,1,2033
Jerdy Schouten,29,Pays-Bas,"12,00 mio. €","12,35 mio. €",https://www.transfermarkt.fr/jerdy-schouten/profil/spieler/347900,Milieu défensif,36,0,2725
Chuba Akpom,30,Angleterre,"12,00 mio. €","12,30 mio. €",https://www.transfermarkt.fr/chuba-akpom/profil/spieler/197642,Avant-centre,42,29,3420
Shea Charles,22,Irlande du Nord,-,"12,25 mio. €",https://www.transfermarkt.fr/shea-charles/profil/spieler/747951,Milieu défensif,37,1,3261
Kristjan Asllani,23,Albanie,"12,00 mio. €","15,70 mio. €",https://www.transfermarkt.fr/kristjan-asllani/profil/spieler/543771,Milieu défensif,29,0,859
Lucas Beltrán,24,Argentine,"12,00 mio. €","12,60 mio. €",https://www.transfermarkt.fr/lucas-beltran/profil/spieler/628366,Avant-centre,35,16,2185
Loïc Badé,25,France,"12,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/loic-bade/profil/spieler/730581,Défenseur central,28,2,2274
Santiago Bueno,27,Uruguay,"8,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/santiago-bueno/profil/spieler/438001,Défenseur central,36,0,3119
Gonzalo Plata,25,Équateur,"5,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/gonzalo-plata/profil/spieler/592735,Ailier droit,36,1,2423
Marlon Gomes,22,Brésil,"6,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/marlon-gomes/profil/spieler/668235,Milieu central,27,0,1314
Murillo,23,Brésil,"3,50 mio. €","12,00 mio. €",https://www.transfermarkt.fr/murillo/profil/spieler/1005649,Défenseur central,31,0,2710
Anastasios Douvikas,26,Grèce,"9,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/anastasios-douvikas/profil/spieler/523318,Avant-centre,38,22,2730
Wilson Odobert,21,France,"6,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/wilson-odobert/profil/spieler/743498,Ailier gauche,32,4,1765
Keito Nakamura,25,Japon,"8,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/keito-nakamura/profil/spieler/405397,Ailier gauche,36,17,2910
Mohamed Daramy,24,Danemark,"6,00 mio. €","12,00 mio. €",https://www.transfermarkt.fr/mohamed-daramy/profil/spieler/574385,Ailier gauche,41,9,3063
Dodi Lukébakio,28,Belgique,"12,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/dodi-lukebakio/profil/spieler/303259,Ailier droit,33,12,2522
Alexander Sørloth,30,Norvège,"12,00 mio. €","10,00 mio. €",https://www.transfermarkt.fr/alexander-sorloth/profil/spieler/238407,Avant-centre,47,16,3156
Wilfried Singo,25,Côte d'Ivoire,"12,00 mio. €","9,10 mio. €",https://www.transfermarkt.fr/wilfried-singo/profil/spieler/648779,Arrière droit,35,2,2383
Conor Coady,32,Angleterre,"12,00 mio. €","8,70 mio. €",https://www.transfermarkt.fr/conor-coady/profil/spieler/128901,Défenseur central,25,2,2186
Borna Sosa,28,Croatie,"12,00 mio. €","8,00 mio. €",https://www.transfermarkt.fr/borna-sosa/profil/spieler/293194,Arrière gauche,30,2,2360
Luka Ivanušec,27,Croatie,"12,00 mio. €","7,80 mio. €",https://www.transfermarkt.fr/luka-ivanusec/profil/spieler/387105,Milieu offensif,48,13,3808
Dominik Livakovic,31,Croatie,"12,00 mio. €","6,65 mio. €",https://www.transfermarkt.fr/dominik-livakovic/profil/spieler/205927,Gardien de but,50,0,4552
Leandro Paredes,31,Argentine,"12,00 mio. €","5,65 mio. €",https://www.transfermarkt.fr/leandro-paredes/profil/spieler/166237,Milieu défensif,39,1,1608
Javi Galán,31,Espagne,"12,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/javi-galan/profil/spieler/448628,Arrière gauche,40,1,3372
Amine Harit,28,Maroc,"12,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/amine-harit/profil/spieler/372711,Ailier gauche,16,1,901
Fran García,26,Espagne,"12,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/fran-garcia/profil/spieler/341264,Arrière gauche,40,2,3484
Sheraldo Becker,30,Suriname,"12,00 mio. €","3,00 mio. €",https://www.transfermarkt.fr/sheraldo-becker/profil/spieler/188888,Ailier gauche,48,12,3749
José Cifuentes,26,Équateur,"12,00 mio. €","1,40 mio. €",https://www.transfermarkt.fr/jose-cifuentes/profil/spieler/450211,Milieu central,26,2,1821
Sardar Azmoun,31,Iran,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/sardar-azmoun/profil/spieler/180337,Avant-centre,33,4,1240
Josip Stanisic,25,Croatie,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/josip-stanisic/profil/spieler/483046,Arrière droit,23,0,1009
Naby Keïta,30,Guinée,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/naby-keita/profil/spieler/302215,Milieu central,13,0,488
Daniel Amartey,31,Ghana,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/daniel-amartey/profil/spieler/214056,Défenseur central,24,0,1970
Luke Thomas,24,Angleterre,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/luke-thomas/profil/spieler/505194,Arrière gauche,24,0,1526
James McAtee,23,Angleterre,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/james-mcatee/profil/spieler/583199,Milieu offensif,43,9,2372
Hannibal,23,Tunisie,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/hannibal/profil/spieler/607224,Milieu offensif,41,1,2133
Romain Perraud,28,France,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/romain-perraud/profil/spieler/318523,Arrière gauche,36,4,2350
Branco van den Boomen,30,Pays-Bas,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/branco-van-den-boomen/profil/spieler/203938,Milieu central,40,6,3209
Gonzalo Montiel,29,Argentine,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/gonzalo-montiel/profil/spieler/402733,Arrière droit,43,1,2368
Cesare Casadei,23,Italie,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/cesare-casadei/profil/spieler/622380,Milieu central,28,6,2258
Charlie Patiño,22,Angleterre,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/charlie-patino/profil/spieler/581674,Milieu central,37,3,2646
Moussa Dembélé,29,France,Inconnu,"12,00 mio. €",https://www.transfermarkt.fr/moussa-dembele/profil/spieler/229004,Avant-centre,28,3,1074
Faisal Al-Ghamdi,24,Arabie Saoudite,300 K €,"11,72 mio. €",https://www.transfermarkt.fr/faisal-al-ghamdi/profil/spieler/901082,Milieu central,24,0,1203
Harry Winks,30,Angleterre,"10,00 mio. €","11,60 mio. €",https://www.transfermarkt.fr/harry-winks/profil/spieler/249126,Milieu central,20,0,1719
Hassan Tambakti,26,Arabie Saoudite,"2,00 mio. €","11,50 mio. €",https://www.transfermarkt.fr/hassan-tambakti/profil/spieler/509897,Défenseur central,28,0,2434
Jens Cajuste,26,Suède,"6,00 mio. €","11,50 mio. €",https://www.transfermarkt.fr/jens-cajuste/profil/spieler/468066,Milieu défensif,33,4,1687
Kevin Castaño,25,Colombie,"4,00 mio. €","11,30 mio. €",https://www.transfermarkt.fr/kevin-castano/profil/spieler/857948,Milieu défensif,20,2,1666
Rodrigo Villagra,24,Argentine,"7,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/rodrigo-villagra/profil/spieler/657220,Milieu défensif,44,0,3793
Alidu Seidu,25,Ghana,"7,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/alidu-seidu/profil/spieler/798404,Défenseur central,29,0,2489
Ricardo Pepi,23,États-Unis,"9,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/ricardo-pepi/profil/spieler/627207,Avant-centre,36,13,2746
Hugo Cuypers,29,Belgique,"11,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/hugo-cuypers/profil/spieler/420884,Avant-centre,56,34,4554
Boubacar Traoré,24,Mali,"5,00 mio. €","11,00 mio. €",https://www.transfermarkt.fr/boubacar-traore/profil/spieler/649020,Milieu défensif,15,1,740
Joseph Paintsil,28,Ghana,"11,00 mio. €","8,50 mio. €",https://www.transfermarkt.fr/joseph-paintsil/profil/spieler/534435,Ailier gauche,39,18,3185
Musa Barrow,27,Gambie,"11,00 mio. €","6,00 mio. €",https://www.transfermarkt.fr/musa-barrow/profil/spieler/486624,Ailier gauche,35,3,2123
Nino,28,Brésil,"11,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/nino/profil/spieler/520454,Défenseur central,55,5,4747
Altay Bayındır,27,Turquie,"11,00 mio. €","5,00 mio. €",https://www.transfermarkt.fr/altay-bayindir/profil/spieler/336077,Gardien de but,40,0,3630
Sasa Kalajdzic,28,Autriche,Inconnu,"11,00 mio. €",https://www.transfermarkt.fr/sasa-kalajdzic/profil/spieler/369567,Avant-centre,4,0,281
Sam Beukema,27,Pays-Bas,"4,50 mio. €","10,88 mio. €",https://www.transfermarkt.fr/sam-beukema/profil/spieler/433984,Défenseur central,44,3,3763
